1, 1.210338
2, 0.717183292
3, 0.617161453
4, 0.550210655
5, 0.490363032
6, 0.438288927
7, 0.380327672
8, 0.335011482
9, 0.290121526
10, 0.256053925
11, 0.224385843
12, 0.199908689
13, 0.178437606
14, 0.160030112
15, 0.145550027
16, 0.130928695
17, 0.118737958
18, 0.106297463
19, 0.0959611833
20, 0.0856032968
21, 0.0772195235
22, 0.070221357
23, 0.0651726648
24, 0.0626336858
25, 0.0608705729
26, 0.0619304515
27, 0.0632180125
28, 0.0656127408
29, 0.068137005
30, 0.0701645613
31, 0.0719479248
32, 0.0729173198
33, 0.0735907555
34, 0.0733636245
35, 0.0731489286
36, 0.0724201724
37, 0.0717855915
38, 0.071039632
39, 0.0701060742
40, 0.0692803785
41, 0.068151094
42, 0.0670792535
43, 0.0655904487
44, 0.0641449019
45, 0.0624622814
46, 0.0609600358
47, 0.0595147163
48, 0.0583615042
49, 0.0576993339
50, 0.0572320484
51, 0.0575414263
52, 0.0579433031
53, 0.0586741827
54, 0.0595080256
55, 0.0603141375
56, 0.061039824
57, 0.0615125895
58, 0.0618924536
59, 0.0620351583
60, 0.0621517114
61, 0.0620280541
62, 0.0619146265
63, 0.0617404431
64, 0.0614977442
